100,0.046808967247754886
266,0.12630208333333334
308,0.13541666666666666
260,0.115625
36,0.018125
216,0.09375
280,0.12834821428571427
384,0.19010416666666666
374,0.18333333333333332
408,0.203125
81,0.03829656862745098
121,0.057203389830508475
330,0.16276041666666666
294,0.13125
368,0.1875
315,0.16193181818181818
391,0.19642857142857142
468,0.2421875
425,0.21651785714285715
180,0.08078835227272728
64,0.030660377358490566
49,0.028645833333333332
289,0.13494318181818182
336,0.158125
132,0.05
300,0.1421875
432,0.221875
160,0.07738095238095238
352,0.1701388888888889
10000,5.0625
400,0.203125
900,0.453125
225,0.10677083333333333
324,0.1328125
25,0.010416666666666666
208,0.09151785714285714
357,0.1703125
1600,0.796875
195,0.08035714285714286
72,0.046875
144,0.06537828947368421
273,0.11458333333333333
196,0.09821428571428571
320,0.16041666666666668
782,0.375
440,0.203125
168,0.06875
90,0.040625
42,0.015625
1000,0.546875
120,0.071875
323,0.1328125
361,0.1796875
156,0.078125
256,0.15625
169,0.08020833333333334
108,0.0546875
700,0.328125
130,0.0625
475,0.2375
16,0.00390625
540,0.3125
2000,1.109375
494,0.2552083333333333
110,0.07291666666666667
150,0.06770833333333333
140,0.046875
240,0.1
99,0.046875
297,0.125
176,0.09895833333333333
441,0.234375
600,0.296875
513,0.296875
44,0.03125
437,0.15625
55,0.015625
572,0.296875
40,0.0234375
135,0.046875
520,0.23958333333333334
525,0.28125
285,0.1328125
667,0.34375
143,0.09375
182,0.078125
616,0.265625
588,0.2890625
414,0.19010416666666666
20,0.0078125
75,0.03125
340,0.16875
30,0.020833333333333332
460,0.21875
456,0.2109375
4,0.0
189,0.1015625
480,0.25
420,0.15625
399,0.203125
104,0.0625
396,0.171875
918,0.453125
345,0.15104166666666666
483,0.1875
504,0.25
418,0.21875
9,0.015625
252,0.1123046875
170,0.071875
50,0.03125
375,0.203125
117,0.046875
272,0.140625
221,0.09090909090909091
210,0.09375
228,0.09765625
255,0.11458333333333333
234,0.125
238,0.1015625
270,0.1125
165,0.078125
304,0.14375
275,0.0625
360,0.16145833333333334
192,0.08072916666666667
247,0.10795454545454546
187,0.08984375
198,0.078125
416,0.1875
204,0.125
224,0.09375
288,0.13020833333333334
378,0.203125
264,0.125
220,0.078125
